City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Palmas De Monte Alto,BR,-14.2672,-43.1619,93.97,17,2,8.21,clear sky
463,Avera,US,33.194,-82.5271,68.56,34,0,5.12,clear sky
464,La Ronge,CA,55.1001,-105.2842,28.65,80,20,2.3,few clouds
465,Gold Coast,AU,-28.0,153.4333,66.99,85,34,5.75,scattered clouds
466,Leshukonskoye,RU,64.8989,45.7622,39.36,93,100,6.24,overcast clouds
467,Sulechow,PL,52.0836,15.6251,59.72,65,0,3.44,clear sky
468,Saint-Augustin,CA,51.226,-58.6502,56.95,67,81,7.85,broken clouds
469,Blantyre,MW,-15.785,35.0085,81.41,21,4,5.21,clear sky
470,Wanning,CN,18.8003,110.3967,77.2,86,100,16.64,overcast clouds
471,Plastun,RU,44.7561,136.2939,52.59,79,100,2.28,overcast clouds
472,Belaya Gora,RU,68.5333,146.4167,10.4,91,95,3.6,overcast clouds
473,Tahe,CN,52.3333,124.7333,41.65,71,95,2.59,overcast clouds
474,Mazagao,BR,-0.115,-51.2894,93.25,45,50,7.65,scattered clouds
475,Boca Do Acre,BR,-8.7522,-67.3978,84.0,79,69,4.14,broken clouds
476,Berbera,SO,10.4396,45.0143,85.84,57,2,10.02,clear sky
477,Shimoda,JP,34.6667,138.95,65.1,84,100,14.25,overcast clouds
478,Khani,GE,41.9563,42.9566,51.37,82,100,0.89,overcast clouds
479,Odweyne,SO,9.4092,45.064,79.57,34,1,14.32,clear sky
480,Arvika,SE,59.6553,12.5852,50.61,82,100,6.76,overcast clouds
481,Guarapari,BR,-20.6667,-40.4975,80.89,69,5,14.38,clear sky
482,Gizo,SB,-8.103,156.8419,82.0,76,100,8.03,overcast clouds
483,Ancud,CL,-41.8697,-73.8203,54.9,67,28,2.93,scattered clouds
484,Keuruu,FI,62.2667,24.7,48.38,94,85,6.2,overcast clouds
485,Jalapa,MX,19.5333,-96.9167,73.42,44,83,2.42,broken clouds
486,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,69.28,50,3,2.98,clear sky
487,Palana,RU,59.1167,159.9667,32.43,99,100,5.57,snow
488,Shubarkuduk,KZ,49.1447,56.4872,50.99,49,100,5.86,overcast clouds
489,Marsa Matruh,EG,31.3525,27.2453,79.0,53,0,6.91,clear sky
490,Springfield,US,37.2153,-93.2982,64.89,38,1,1.99,clear sky
491,Khandbari,NP,27.3747,87.2039,64.49,83,7,3.29,clear sky
492,San Vicente,AR,-26.6167,-54.1333,70.59,71,99,5.14,overcast clouds
493,Ponta Delgada,PT,37.7333,-25.6667,75.92,78,20,11.5,few clouds
494,Victoria,HK,22.2855,114.1577,80.26,79,11,8.99,few clouds
495,Seminole,US,28.7086,-81.2081,85.37,69,0,8.05,clear sky
496,Santa Rosa,PH,14.3122,121.1114,84.18,88,97,2.08,heavy intensity rain
497,Caxito,AO,-8.5785,13.6643,84.6,58,41,11.54,scattered clouds
498,Santo Antonio Do Ica,BR,-3.1022,-67.9397,73.22,99,100,4.41,overcast clouds
499,Vao,NC,-22.6667,167.4833,69.21,65,3,13.22,clear sky
500,Valparaiso,CL,-33.0393,-71.6273,77.23,41,0,13.8,clear sky
501,Dunhua,CN,43.3725,128.2425,44.64,78,40,3.02,scattered clouds
502,Karymskoye,RU,51.6167,114.35,32.49,59,42,13.87,scattered clouds
503,Eha Amufu,NG,6.6592,7.7596,78.71,86,100,3.76,overcast clouds
504,Mitsamiouli,KM,-11.3847,43.2844,79.09,65,20,9.22,few clouds
505,Rajula,IN,21.05,71.4333,80.13,49,99,9.08,overcast clouds
506,Turukhansk,RU,65.8167,87.9833,33.31,85,100,13.82,overcast clouds
507,Solnechnyy,RU,50.7214,136.6319,41.2,87,100,0.89,overcast clouds
508,Sobolevo,RU,54.4299,31.8996,42.13,77,80,4.81,broken clouds
509,Mackenzie,CA,55.2999,-123.1698,53.82,66,0,4.61,clear sky
510,Dzhebariki-Khaya,RU,62.2167,135.8,15.53,99,100,2.21,overcast clouds
511,Gravdal,NO,68.1214,13.5031,44.49,76,40,12.66,scattered clouds
512,Luanda,AO,-8.8368,13.2343,82.4,69,40,14.97,scattered clouds
513,Zhuhai,CN,22.2769,113.5678,78.58,78,0,10.36,clear sky
514,Angoram,PG,-4.0625,144.0661,72.88,99,77,1.63,broken clouds
515,Pringsewu,ID,-5.3582,104.9744,74.46,88,90,5.73,overcast clouds
516,Tucupita,VE,9.0622,-62.051,87.48,62,82,3.89,broken clouds
517,La Primavera,CO,5.4906,-70.4092,87.3,62,78,7.0,broken clouds
518,Calvillo,MX,21.85,-102.7167,74.25,43,45,3.31,scattered clouds
519,Glendive,US,47.1053,-104.7125,50.49,56,100,5.75,overcast clouds
520,Cap Malheureux,MU,-19.9842,57.6142,72.46,65,3,7.0,clear sky
521,Ust-Nera,RU,64.5667,143.2,3.56,99,97,3.0,overcast clouds
522,Rundu,NA,-17.9333,19.7667,94.26,12,58,6.15,broken clouds
523,Hays,US,30.0502,-98.0336,79.3,55,30,3.0,scattered clouds
524,Esmeralda,CU,21.8525,-78.1169,86.36,61,89,6.62,overcast clouds
525,Ucar,AZ,40.519,47.6542,66.38,71,59,5.99,broken clouds
526,Iracoubo,GF,5.4802,-53.2011,82.92,78,41,10.87,scattered clouds
527,Nishihara,JP,26.1842,127.7558,80.26,89,100,16.11,light rain
528,Grindavik,IS,63.8424,-22.4338,44.55,65,0,17.27,clear sky
529,Wufeng,CN,27.45,104.8333,45.25,88,100,1.25,overcast clouds
530,Nazarovo,RU,56.0064,90.3914,31.26,79,15,5.84,few clouds
531,Tazovskiy,RU,67.4667,78.7,39.72,79,100,15.5,overcast clouds
532,Port Lincoln,AU,-34.7333,135.8667,54.43,64,94,7.31,overcast clouds
533,Lasa,IT,46.6166,10.7002,59.88,80,100,2.48,overcast clouds
534,Colac,AU,-38.3333,143.5833,48.83,97,26,6.4,scattered clouds
535,Mae Sai,TH,20.4335,99.8762,72.3,90,68,2.42,broken clouds
536,Isla Mujeres,MX,21.2311,-86.731,86.16,70,98,9.86,overcast clouds
537,Eger,HU,47.9026,20.3733,55.76,69,95,2.46,overcast clouds
538,Nauta,PE,-4.5061,-73.5757,82.71,89,76,2.89,broken clouds
539,Marrakesh,MA,31.6315,-8.0083,89.67,27,20,4.61,few clouds
540,Road Town,VG,18.4167,-64.6167,87.89,66,40,6.91,scattered clouds
541,Launceston,AU,-41.45,147.1667,49.8,87,30,12.66,scattered clouds
542,Chapleau,CA,47.8405,-83.4034,41.09,81,75,11.5,broken clouds
543,Panorama,GR,40.5878,23.0315,59.41,70,75,11.5,broken clouds
544,Vila Franca Do Campo,PT,37.7167,-25.4333,75.61,72,89,8.84,overcast clouds
545,Hibbing,US,47.4272,-92.9377,35.38,64,100,0.0,overcast clouds
546,Buchanan,LR,5.8808,-10.0467,80.08,77,100,8.1,overcast clouds
547,Nizhniy Tsasuchey,RU,50.5167,115.1333,34.27,50,5,17.98,clear sky
548,Port Keats,AU,-14.25,129.55,82.4,74,51,5.08,broken clouds
549,Placido De Castro,BR,-10.3353,-67.1856,92.82,48,88,3.22,overcast clouds
550,Uruzgan,AF,32.8333,66.0,60.35,11,0,1.5,clear sky
551,Shingu,JP,33.7333,135.9833,64.85,81,2,5.23,clear sky
552,Mount Gambier,AU,-37.8333,140.7667,48.6,93,68,6.64,broken clouds
553,Sapa,PH,5.1544,120.3241,81.52,82,100,1.03,overcast clouds
554,Svetlyy,RU,54.675,20.1347,55.96,77,24,6.22,few clouds
555,Guanica,PR,17.9716,-66.908,89.53,67,76,10.31,broken clouds
556,Dubai,AE,25.2582,55.3047,89.53,51,0,10.36,clear sky
557,Yinchuan,CN,38.4681,106.2731,58.78,26,100,0.92,overcast clouds
558,Grand Gaube,MU,-20.0064,57.6608,72.37,65,3,7.0,clear sky
559,Khor,RU,47.8861,134.9464,48.79,87,100,2.91,overcast clouds
560,Ayan,RU,56.45,138.1667,39.4,67,5,5.37,clear sky
561,Kaputa,ZM,-8.4689,29.6619,83.77,28,33,3.0,scattered clouds
562,Chimbote,PE,-9.0853,-78.5783,66.29,68,7,10.4,clear sky
563,Hirara,JP,24.8,125.2833,80.8,86,96,21.88,overcast clouds
564,Talant,FR,47.3369,5.0089,59.61,94,100,12.66,overcast clouds
565,Corn Island,NI,12.1694,-83.0418,82.44,74,27,6.17,scattered clouds
566,San Miniato,IT,43.6899,10.8174,73.58,63,50,5.01,scattered clouds
567,Alofi,NU,-19.0595,-169.9187,73.29,94,79,4.61,broken clouds
568,Qinzhou,CN,21.95,108.6167,70.56,44,95,6.46,overcast clouds
569,Biryusinsk,RU,55.9634,97.8235,28.47,94,68,3.91,broken clouds
570,Bhatkal,IN,13.9667,74.5667,77.95,87,97,2.37,overcast clouds
571,Karpathos,GR,35.507,27.2132,69.76,73,20,9.22,few clouds
572,Khovu-Aksy,RU,51.1333,93.6,25.43,53,0,2.8,clear sky
573,Stratonion,GR,40.5141,23.8247,60.96,51,100,8.79,overcast clouds
574,Tallahassee,US,30.4383,-84.2807,76.32,35,0,11.5,clear sky
575,Siilinjarvi,FI,63.0833,27.6667,48.22,93,75,6.91,broken clouds
576,Baherden,TM,38.4362,57.4316,69.84,37,51,3.65,broken clouds
577,Hervey Bay,AU,-25.2986,152.8535,69.03,88,74,8.01,broken clouds
578,Alice Springs,AU,-23.7,133.8833,60.35,41,40,6.91,scattered clouds
579,Newport,GB,51.5877,-2.9984,62.78,76,99,13.87,overcast clouds
580,Mattru,SL,7.6244,-11.8332,82.87,70,80,2.57,light rain
581,Arrifes,PT,37.7667,-25.7,73.65,78,20,11.5,few clouds
582,Tarauaca,BR,-8.1614,-70.7656,80.47,87,93,3.11,overcast clouds
583,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,78,40,18.41,scattered clouds
584,Catalina Foothills,US,32.2979,-110.9187,80.98,42,0,6.91,clear sky
585,Saint-Pierre,RE,-21.3393,55.4781,73.08,64,0,18.41,clear sky
586,Roura,GF,4.7263,-52.3274,89.51,62,20,12.66,few clouds
587,Eura,FI,61.1333,22.1333,51.58,94,68,5.08,broken clouds
588,Krasnokholmskiy,RU,55.9873,55.0466,45.99,90,100,7.83,light rain
589,Naze,JP,28.3667,129.4833,76.12,87,93,20.92,light rain
590,Bojnurd,IR,37.4747,57.329,67.95,40,0,18.41,clear sky
591,Ous,RU,60.9058,61.5186,41.38,88,99,3.87,overcast clouds
592,Linhai,CN,28.85,121.1167,67.93,63,98,2.89,overcast clouds
593,Nantucket,US,41.2835,-70.0995,66.34,91,100,33.8,overcast clouds
594,Longyan,CN,25.1072,117.0225,63.7,69,6,2.86,clear sky
595,Jerantut,MY,3.936,102.3626,74.48,96,95,1.1,light rain
596,Panama City,PA,8.9936,-79.5197,86.43,75,40,4.61,scattered clouds
597,Itarema,BR,-2.9248,-39.9167,88.16,53,21,20.31,few clouds
598,Buta,CD,2.7858,24.73,79.02,73,100,5.59,light rain
599,Ewa Beach,US,21.3156,-158.0072,75.4,83,0,4.61,clear sky
600,Cockburn Town,TC,21.4612,-71.1419,84.16,70,40,13.8,scattered clouds
601,Chulym,RU,55.0997,80.9572,37.67,70,86,8.5,overcast clouds
602,Point Fortin,TT,10.1833,-61.6833,88.9,70,9,5.97,clear sky
603,Tumbagaan,PH,5.3656,120.3139,80.08,84,100,1.68,overcast clouds
604,Batemans Bay,AU,-35.7167,150.1833,50.32,77,0,4.63,clear sky
605,Cabedelo,BR,-6.9811,-34.8339,86.67,62,33,16.17,scattered clouds
606,Cherrapunji,IN,25.3,91.7,59.76,95,33,3.42,scattered clouds
607,Koumac,NC,-20.5667,164.2833,69.89,72,6,7.87,clear sky
608,Jackson,US,42.4165,-122.8345,48.07,71,0,0.0,clear sky
609,Havelock,US,34.8791,-76.9013,69.78,91,100,9.22,overcast clouds
610,Banda Aceh,ID,5.5577,95.3222,79.77,78,98,12.15,overcast clouds
611,Kinchil,MX,20.9167,-89.95,83.05,54,86,8.34,overcast clouds
612,Gulu,UG,2.7746,32.299,72.25,71,96,1.03,overcast clouds
613,Lake City,US,30.1897,-82.6393,75.61,43,0,9.22,clear sky
614,Hualmay,PE,-11.0964,-77.6139,66.18,67,0,11.83,clear sky
615,Lazaro Cardenas,MX,17.9583,-102.2,82.2,81,100,3.94,light rain
616,Cabo Frio,BR,-22.8794,-42.0186,80.53,69,0,24.16,clear sky
617,Meulaboh,ID,4.1363,96.1285,77.07,86,100,5.26,moderate rain
618,Sawara,JP,35.8833,140.5,71.15,77,75,12.66,broken clouds
619,Konispol,AL,39.6589,20.1814,58.15,88,100,7.02,light rain
620,Dali,CN,25.7,100.1833,61.18,90,80,3.29,broken clouds
621,Arman,RU,59.7,150.1667,25.63,72,87,7.0,overcast clouds
622,Kargopol,RU,61.5071,38.9456,41.79,95,100,5.37,overcast clouds
623,Kirkwall,GB,58.9848,-2.9587,46.96,76,40,24.16,light intensity shower rain
624,Kota Bahru,MY,6.1333,102.2386,78.75,88,20,2.3,few clouds
625,Vanavara,RU,60.34,102.2797,28.67,85,83,3.89,broken clouds
626,Vila Velha,BR,-20.3297,-40.2925,84.15,72,20,16.11,few clouds
627,Bengbu,CN,32.9408,117.3608,61.72,63,7,4.47,clear sky
628,Touros,BR,-5.1989,-35.4608,85.68,52,6,18.7,clear sky
629,Port Macquarie,AU,-31.4333,152.9167,54.9,71,0,10.29,clear sky
630,Sao Joao Da Barra,BR,-21.6403,-41.0511,84.29,75,5,15.35,clear sky
631,Tigil,RU,57.8,158.6667,35.76,98,100,7.65,light rain
632,Mujiayingzi,CN,42.1167,118.7833,52.39,32,0,6.71,clear sky
633,Taboga,IT,46.2663,13.1092,68.88,55,100,0.78,overcast clouds
634,Bonthe,SL,7.5264,-12.505,83.35,69,73,10.16,light rain
635,Arlit,NE,18.7369,7.3853,98.31,8,4,10.45,clear sky
636,Channel-Port Aux Basques,CA,47.5702,-59.1367,54.45,90,72,13.8,broken clouds
637,Abdanan,IR,32.9926,47.4198,73.98,23,0,2.53,clear sky
638,Robertsport,LR,6.7533,-11.3686,79.86,79,98,9.78,light rain
639,Santa Comba,ES,43.0331,-8.8093,68.09,79,38,8.05,scattered clouds
640,Langham,CA,52.3668,-106.9679,38.01,26,31,2.8,scattered clouds
641,Evensk,RU,61.95,159.2333,20.32,79,92,8.66,overcast clouds
642,Marsh Harbour,BS,26.5412,-77.0636,79.23,74,100,7.25,overcast clouds
643,Grand-Santi,GF,4.25,-54.3833,90.72,50,96,4.38,overcast clouds
644,Santa Luzia,BR,-19.7697,-43.8514,87.94,46,40,11.5,scattered clouds
645,Erenhot,CN,43.6475,111.9767,47.8,26,0,3.06,clear sky
646,Gebre Guracha,ET,9.8,38.4,55.53,78,33,0.85,light rain
647,Iskateley,RU,67.6803,53.1512,39.11,80,100,11.45,overcast clouds
648,Mwene-Ditu,CD,-7.0,23.45,82.26,35,92,3.24,overcast clouds
649,Sicamous,CA,50.8331,-118.9856,38.37,59,76,0.6,broken clouds
650,Pachino,IT,36.7186,15.0907,74.5,56,50,9.62,scattered clouds
651,Cozumel,MX,20.5083,-86.9458,86.95,83,100,7.96,overcast clouds
652,Darhan,MN,49.4867,105.9228,31.93,65,15,2.28,few clouds
653,Assiniboia,CA,49.6334,-105.9845,40.82,33,15,6.91,few clouds
654,Daitari,IN,21.1,85.75,73.13,90,10,2.51,clear sky
655,Harper,LR,4.375,-7.7169,79.3,81,61,10.04,light rain
656,Srandakan,ID,-7.9386,110.2506,76.68,87,100,6.06,overcast clouds
657,Mancio Lima,BR,-7.6142,-72.8958,87.87,66,40,9.22,scattered clouds
658,Gondar,ET,12.6,37.4667,58.86,85,54,4.9,light rain
659,Sisimiut,GL,66.9395,-53.6735,26.24,75,99,12.84,overcast clouds
660,Feltre,IT,46.0235,11.907,67.51,75,100,2.24,overcast clouds
661,Salinas,US,36.6777,-121.6555,55.08,100,100,5.75,mist
662,Baykit,RU,61.67,96.37,33.55,71,89,3.98,overcast clouds
663,Novosheshminsk,RU,55.0651,51.2338,41.95,90,100,10.2,light rain
664,Aleksandrov Gay,RU,50.147,48.5704,51.26,65,98,5.73,overcast clouds
665,Thunder Bay,CA,48.4001,-89.3168,35.58,93,100,3.44,overcast clouds
666,Bani Walid,LY,31.7566,13.9942,78.17,45,4,18.61,clear sky
667,Lichinga,MZ,-13.3128,35.2406,77.09,29,0,15.01,smoke
668,Mayumba,GA,-3.432,10.6554,78.91,83,89,9.22,overcast clouds
669,Zhengjiatun,CN,43.5064,123.5064,51.64,81,0,11.12,clear sky
670,Muzhi,RU,65.3667,64.6667,40.91,90,98,3.53,overcast clouds
671,Verkh-Usugli,RU,52.7,115.1667,29.19,52,16,9.64,few clouds
672,Saint-Sauveur-Des-Monts,CA,45.9001,-74.1659,55.62,91,56,3.2,broken clouds
673,Porbandar,IN,21.6422,69.6093,83.98,52,31,9.19,scattered clouds
674,Kenai,US,60.5544,-151.2583,36.14,75,100,11.5,overcast clouds
675,La Grande,US,45.3246,-118.0877,59.76,35,9,0.83,clear sky
676,Tottori,JP,35.5,134.2333,60.53,89,46,3.69,scattered clouds
677,Taoudenni,ML,22.6783,-3.9836,104.16,6,81,9.46,broken clouds
678,Veraval,IN,20.9,70.3667,82.35,59,49,5.44,scattered clouds
679,Werda,BW,-25.2667,23.2833,91.2,11,76,2.84,broken clouds
680,Roebourne,AU,-20.7833,117.1333,72.01,41,2,8.99,light rain
681,Impfondo,CG,1.6381,18.0667,79.95,72,68,3.06,broken clouds
682,Eirunepe,BR,-6.6603,-69.8736,81.19,86,92,2.08,overcast clouds
683,Tlamacazapa,MX,18.5167,-99.5,59.47,73,66,2.53,light rain
684,Rio Grande,BR,-32.035,-52.0986,62.71,55,14,15.35,few clouds
685,Bintulu,MY,3.1667,113.0333,77.41,100,20,0.0,few clouds
686,Pusad,IN,19.9,77.5833,73.72,88,15,4.7,moderate rain
687,Andenes,NO,69.3143,16.1194,42.93,81,20,9.22,few clouds
688,Beisfjord,NO,68.3751,17.5988,42.04,75,52,8.34,broken clouds
689,Omboue,GA,-1.5746,9.2618,77.47,89,100,9.22,overcast clouds
690,Kedrovyy,RU,56.1667,91.8167,32.41,80,83,3.31,broken clouds
691,Catuday,PH,16.2923,119.8062,80.22,81,88,7.47,overcast clouds
